step,additional_coverage,candidate_tests
55,0,T0052;T0053;T0054;T0055;T0056;T0057;T0058;T0059;T0060;T0061;T0062;T0063;T0064;T0065;T0066;T0067;T0068;T0069;T0070;T0071;T0073;T0074;T0075;T0076;T0077;T0078;T0079;T0080;T0081;T0082;T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
56,0,T0053;T0054;T0055;T0056;T0057;T0058;T0059;T0060;T0061;T0062;T0063;T0064;T0065;T0066;T0067;T0068;T0069;T0070;T0071;T0073;T0074;T0075;T0076;T0077;T0078;T0079;T0080;T0081;T0082;T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
57,0,T0054;T0055;T0056;T0057;T0058;T0059;T0060;T0061;T0062;T0063;T0064;T0065;T0066;T0067;T0068;T0069;T0070;T0071;T0073;T0074;T0075;T0076;T0077;T0078;T0079;T0080;T0081;T0082;T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
58,0,T0055;T0056;T0057;T0058;T0059;T0060;T0061;T0062;T0063;T0064;T0065;T0066;T0067;T0068;T0069;T0070;T0071;T0073;T0074;T0075;T0076;T0077;T0078;T0079;T0080;T0081;T0082;T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
59,0,T0056;T0057;T0058;T0059;T0060;T0061;T0062;T0063;T0064;T0065;T0066;T0067;T0068;T0069;T0070;T0071;T0073;T0074;T0075;T0076;T0077;T0078;T0079;T0080;T0081;T0082;T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
60,0,T0057;T0058;T0059;T0060;T0061;T0062;T0063;T0064;T0065;T0066;T0067;T0068;T0069;T0070;T0071;T0073;T0074;T0075;T0076;T0077;T0078;T0079;T0080;T0081;T0082;T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
61,0,T0058;T0059;T0060;T0061;T0062;T0063;T0064;T0065;T0066;T0067;T0068;T0069;T0070;T0071;T0073;T0074;T0075;T0076;T0077;T0078;T0079;T0080;T0081;T0082;T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
62,0,T0059;T0060;T0061;T0062;T0063;T0064;T0065;T0066;T0067;T0068;T0069;T0070;T0071;T0073;T0074;T0075;T0076;T0077;T0078;T0079;T0080;T0081;T0082;T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
63,0,T0060;T0061;T0062;T0063;T0064;T0065;T0066;T0067;T0068;T0069;T0070;T0071;T0073;T0074;T0075;T0076;T0077;T0078;T0079;T0080;T0081;T0082;T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
64,0,T0061;T0062;T0063;T0064;T0065;T0066;T0067;T0068;T0069;T0070;T0071;T0073;T0074;T0075;T0076;T0077;T0078;T0079;T0080;T0081;T0082;T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
65,0,T0062;T0063;T0064;T0065;T0066;T0067;T0068;T0069;T0070;T0071;T0073;T0074;T0075;T0076;T0077;T0078;T0079;T0080;T0081;T0082;T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
66,0,T0063;T0064;T0065;T0066;T0067;T0068;T0069;T0070;T0071;T0073;T0074;T0075;T0076;T0077;T0078;T0079;T0080;T0081;T0082;T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
67,0,T0064;T0065;T0066;T0067;T0068;T0069;T0070;T0071;T0073;T0074;T0075;T0076;T0077;T0078;T0079;T0080;T0081;T0082;T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
68,0,T0065;T0066;T0067;T0068;T0069;T0070;T0071;T0073;T0074;T0075;T0076;T0077;T0078;T0079;T0080;T0081;T0082;T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
69,0,T0066;T0067;T0068;T0069;T0070;T0071;T0073;T0074;T0075;T0076;T0077;T0078;T0079;T0080;T0081;T0082;T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
70,0,T0067;T0068;T0069;T0070;T0071;T0073;T0074;T0075;T0076;T0077;T0078;T0079;T0080;T0081;T0082;T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
71,0,T0068;T0069;T0070;T0071;T0073;T0074;T0075;T0076;T0077;T0078;T0079;T0080;T0081;T0082;T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
72,0,T0069;T0070;T0071;T0073;T0074;T0075;T0076;T0077;T0078;T0079;T0080;T0081;T0082;T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
73,0,T0070;T0071;T0073;T0074;T0075;T0076;T0077;T0078;T0079;T0080;T0081;T0082;T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
74,0,T0071;T0073;T0074;T0075;T0076;T0077;T0078;T0079;T0080;T0081;T0082;T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
75,0,T0073;T0074;T0075;T0076;T0077;T0078;T0079;T0080;T0081;T0082;T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
76,0,T0074;T0075;T0076;T0077;T0078;T0079;T0080;T0081;T0082;T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
77,0,T0075;T0076;T0077;T0078;T0079;T0080;T0081;T0082;T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
78,0,T0076;T0077;T0078;T0079;T0080;T0081;T0082;T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
79,0,T0077;T0078;T0079;T0080;T0081;T0082;T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
80,0,T0078;T0079;T0080;T0081;T0082;T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
81,0,T0079;T0080;T0081;T0082;T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
82,0,T0080;T0081;T0082;T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
83,0,T0081;T0082;T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
84,0,T0082;T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
85,0,T0083;T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
86,0,T0084;T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
87,0,T0085;T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
88,0,T0087;T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
89,0,T0088;T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
90,0,T0089;T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
91,0,T0090;T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
92,0,T0091;T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
93,0,T0092;T0093;T0094;T0095;T0096;T0097;T0098;T0099;T0100;T0101;T0102;T0103;T0104;T0105;T0106;T0107;T0108;T0109;T0110;T0111;T0112;T0113;T0114;T0115;T0116;T0117;T0118;T0119;T0120;T0121;T0122;T0123;T0124;T0125;T0126;T0127;T0128;T0129;T0130;T0131;T0133;T0134;T0135;T0136;T0137;T0138;T0139;T0140;T0141;T0142;T0143;T0144;T0145;T0146;T0147;T0148;T0149;T0150;T0151;T0152;T0153;T0154;T0155;T0156;T0157;T0158;T0159;T0160
